Date Time,Amount,Category,Payment Mode,User Income,Subscription
2023-10-31 07:00:00,4814,Travel,Cash,100000,No
2023-11-10 19:00:00,2554,Food,Card,70000,No
2024-02-01 14:00:00,1326,Transport,Net Banking,100000,No
2023-12-27 22:00:00,4217,Entertainment,UPI,100000,No
2023-03-24 19:00:00,4368,Travel,Card,100000,No
2023-01-04 18:00:00,1319,Entertainment,Cash,70000,No
2023-12-30 09:00:00,1414,Groceries,Net Banking,50000,No
2023-06-19 03:00:00,973,Entertainment,Net Banking,100000,No
2023-04-26 13:00:00,520,Entertainment,Cash,100000,No
2024-02-16 14:00:00,3066,Groceries,Net Banking,70000,No
2023-12-16 07:00:00,2104,Groceries,Cash,30000,Yes
2023-11-05 17:00:00,4333,Travel,Net Banking,50000,Yes
2023-07-05 00:00:00,2101,Food,Net Banking,70000,No
2023-11-03 03:00:00,3004,Groceries,Net Banking,30000,No
2023-02-12 00:00:00,1198,Travel,Net Banking,70000,Yes
2023-06-07 15:00:00,3136,Entertainment,Cash,70000,No
2023-10-04 22:00:00,1009,Entertainment,Card,50000,Yes
2023-06-29 02:00:00,679,Transport,Net Banking,50000,No
2023-07-14 12:00:00,824,Shopping,Cash,50000,No
2023-06-28 15:00:00,409,Groceries,Cash,50000,No
2023-03-27 12:00:00,567,Travel,Cash,30000,No
2023-09-08 09:00:00,1393,Transport,Card,100000,Yes
2023-03-13 12:00:00,2019,Travel,UPI,70000,No
2023-01-13 22:00:00,3277,Food,Cash,50000,No
2023-07-09 02:00:00,2949,Transport,Cash,100000,No
2023-02-22 12:00:00,984,Travel,Cash,30000,No
2023-06-13 20:00:00,2036,Groceries,Card,50000,No
2023-01-25 08:00:00,426,Travel,Net Banking,70000,Yes
2023-11-14 08:00:00,3610,Shopping,Card,100000,Yes
2023-12-23 07:00:00,1824,Entertainment,Cash,50000,Yes
2023-04-30 10:00:00,1555,Entertainment,UPI,70000,No
2023-09-03 18:00:00,2704,Transport,Cash,100000,No
2023-03-25 19:00:00,1060,Travel,Net Banking,70000,No
2023-09-18 11:00:00,3527,Travel,UPI,30000,No
2023-07-25 19:00:00,1280,Travel,UPI,50000,No
2023-06-16 22:00:00,1227,Travel,Card,50000,No
2023-03-09 17:00:00,3907,Shopping,Card,70000,Yes
2023-02-07 02:00:00,2145,Groceries,Net Banking,100000,No
2023-09-11 06:00:00,1722,Shopping,Card,50000,No
2023-10-21 04:00:00,1978,Shopping,Net Banking,70000,No
2024-01-07 19:00:00,3889,Shopping,UPI,30000,Yes
2023-06-15 01:00:00,3228,Entertainment,UPI,50000,No
2023-04-15 08:00:00,4318,Shopping,UPI,70000,No
2024-01-02 22:00:00,2603,Travel,Net Banking,100000,No
2023-06-08 14:00:00,2495,Shopping,Card,50000,Yes
2023-09-12 04:00:00,4439,Travel,Card,50000,No
2023-03-13 15:00:00,601,Transport,Card,30000,No
2023-10-06 14:00:00,2947,Groceries,Cash,70000,No
2023-03-08 03:00:00,1089,Entertainment,UPI,100000,No
2023-10-19 16:00:00,934,Groceries,UPI,30000,No
2024-02-13 11:00:00,3101,Transport,Cash,30000,No
2023-02-07 08:00:00,4279,Groceries,UPI,30000,No
2023-08-20 14:00:00,4916,Entertainment,UPI,70000,No
2023-12-19 21:00:00,3647,Travel,Cash,70000,No
2023-07-13 15:00:00,2605,Transport,UPI,50000,Yes
2024-02-14 12:00:00,1139,Transport,Card,70000,No
2023-04-12 08:00:00,4625,Travel,Cash,30000,No
2023-06-12 16:00:00,508,Travel,UPI,70000,No
2023-10-12 21:00:00,4771,Entertainment,Card,100000,No
2023-03-02 09:00:00,4304,Shopping,Net Banking,50000,Yes
2023-07-07 12:00:00,2057,Food,UPI,30000,Yes
2023-08-16 06:00:00,1970,Shopping,Cash,50000,Yes
2024-01-28 16:00:00,4577,Shopping,Card,70000,No
2023-06-21 13:00:00,1053,Groceries,Net Banking,50000,No
2024-01-05 13:00:00,3133,Food,Net Banking,50000,No
2023-03-26 12:00:00,2164,Travel,UPI,70000,No
2023-10-13 05:00:00,2639,Shopping,Net Banking,50000,No
2023-06-06 14:00:00,2193,Entertainment,Cash,70000,Yes
2023-09-04 00:00:00,4360,Shopping,Net Banking,30000,No
2023-07-12 16:00:00,2291,Travel,UPI,50000,No
2024-01-04 16:00:00,2136,Shopping,Net Banking,100000,No
2023-01-07 21:00:00,988,Transport,UPI,100000,No
2023-07-11 07:00:00,4351,Groceries,Net Banking,30000,Yes
2023-01-25 13:00:00,4020,Groceries,Card,70000,No
2023-07-08 12:00:00,4049,Shopping,UPI,70000,No
2023-04-28 13:00:00,4700,Groceries,Cash,50000,No
2023-09-29 05:00:00,3458,Entertainment,Cash,50000,No
2023-11-17 13:00:00,820,Food,Net Banking,100000,No
2024-01-29 22:00:00,298,Shopping,Card,100000,No
2023-01-03 23:00:00,422,Entertainment,Net Banking,70000,No
2023-05-30 04:00:00,2976,Transport,Net Banking,100000,No
2023-11-28 18:00:00,3907,Entertainment,Card,70000,No
2023-01-12 04:00:00,4980,Entertainment,UPI,30000,No
2024-02-20 08:00:00,751,Transport,Cash,30000,No
2023-04-13 14:00:00,2235,Travel,Card,100000,No
2024-01-30 04:00:00,991,Shopping,Net Banking,50000,Yes
2023-02-12 07:00:00,3964,Shopping,UPI,100000,No
2024-01-22 11:00:00,843,Shopping,Net Banking,100000,Yes
2023-11-29 16:00:00,727,Food,UPI,100000,No
2023-01-17 22:00:00,1611,Entertainment,Cash,50000,No
2023-11-04 16:00:00,4103,Shopping,Cash,100000,Yes
2023-09-10 01:00:00,502,Groceries,UPI,50000,No
2023-09-15 01:00:00,2516,Travel,Cash,100000,Yes
2023-11-29 14:00:00,3706,Transport,Net Banking,50000,No
2023-02-11 01:00:00,4196,Transport,UPI,50000,Yes
2023-07-06 21:00:00,3804,Food,Net Banking,50000,No
2024-01-06 21:00:00,259,Transport,UPI,50000,No
2023-04-20 02:00:00,1976,Travel,Net Banking,50000,No
2023-09-20 01:00:00,4995,Entertainment,Cash,30000,No
2024-02-05 03:00:00,4016,Transport,Card,70000,No
2023-10-16 16:00:00,1927,Transport,Net Banking,70000,No
2023-08-12 16:00:00,676,Groceries,UPI,50000,No
2023-07-12 13:00:00,2776,Entertainment,Cash,70000,No
2024-02-08 05:00:00,1508,Shopping,UPI,50000,No
2023-11-12 06:00:00,2874,Travel,Net Banking,100000,No
2023-07-14 14:00:00,1300,Transport,UPI,30000,No
2023-11-16 02:00:00,4808,Groceries,UPI,100000,No
2023-02-11 19:00:00,4413,Travel,Net Banking,100000,No
2023-11-09 16:00:00,2213,Food,Cash,50000,No
2023-04-13 18:00:00,1673,Groceries,Cash,100000,Yes
2023-03-22 19:00:00,1903,Food,Net Banking,30000,No
2023-03-10 03:00:00,803,Transport,Cash,100000,No
2024-02-17 02:00:00,1918,Groceries,Card,30000,No
2023-12-04 07:00:00,231,Shopping,UPI,30000,No
2023-09-19 01:00:00,1563,Travel,Net Banking,50000,No
2023-03-20 23:00:00,952,Travel,Card,30000,No
2023-09-29 20:00:00,3394,Entertainment,UPI,100000,No
2023-02-14 17:00:00,3503,Groceries,Net Banking,50000,No
2023-08-05 00:00:00,3657,Groceries,Cash,30000,No
2023-04-11 02:00:00,2606,Food,Net Banking,30000,Yes
2023-07-23 23:00:00,2189,Groceries,Net Banking,70000,No
2023-11-02 11:00:00,4294,Travel,UPI,50000,No
2024-01-25 07:00:00,2214,Groceries,UPI,70000,No
2023-03-23 12:00:00,2662,Entertainment,UPI,30000,No
2023-10-20 15:00:00,2071,Entertainment,Card,70000,No
2023-06-12 19:00:00,2871,Travel,Cash,100000,No
2023-02-03 15:00:00,2331,Travel,Net Banking,100000,No
2023-12-16 02:00:00,1620,Travel,Net Banking,30000,No
2023-07-21 03:00:00,2022,Groceries,Cash,70000,Yes
2023-07-08 12:00:00,4036,Groceries,Net Banking,70000,No
2024-01-31 19:00:00,2294,Shopping,UPI,50000,No
2023-04-06 04:00:00,2492,Transport,Net Banking,100000,No
2023-08-10 09:00:00,763,Transport,Cash,100000,No
2023-02-01 13:00:00,3595,Food,Card,50000,No
2023-07-23 15:00:00,272,Groceries,Card,100000,No
2023-06-10 14:00:00,913,Shopping,Cash,70000,No
2023-05-29 06:00:00,4675,Shopping,Net Banking,70000,No
2024-02-12 04:00:00,1475,Entertainment,Net Banking,100000,No
2023-02-10 01:00:00,2354,Groceries,Card,50000,Yes
2023-06-10 07:00:00,703,Shopping,Net Banking,30000,No
2023-10-08 06:00:00,1209,Entertainment,Card,30000,No
2023-05-29 23:00:00,1892,Food,Cash,30000,No
2024-01-13 19:00:00,493,Entertainment,Cash,30000,Yes
2023-04-11 18:00:00,2515,Food,Net Banking,70000,Yes
2023-06-24 22:00:00,4719,Transport,UPI,30000,No
2023-02-11 17:00:00,4486,Transport,UPI,70000,No
2023-08-07 12:00:00,2907,Travel,Card,70000,Yes
2023-10-24 15:00:00,1330,Travel,Cash,30000,No
2023-06-19 10:00:00,3089,Entertainment,Card,30000,No
2023-04-29 13:00:00,3845,Travel,Cash,30000,Yes
2024-02-08 01:00:00,3687,Groceries,Card,100000,No
2024-01-04 17:00:00,3808,Entertainment,Card,100000,No
2023-08-10 12:00:00,149,Shopping,Card,50000,Yes
2023-01-18 14:00:00,2136,Groceries,Net Banking,70000,Yes
2023-10-07 19:00:00,2360,Entertainment,UPI,30000,Yes
2023-06-27 18:00:00,4295,Transport,Cash,100000,No
2023-11-11 13:00:00,2787,Food,Card,50000,Yes
2023-09-21 04:00:00,1657,Travel,UPI,70000,No
2023-04-23 22:00:00,3003,Travel,Card,70000,No
2023-12-27 04:00:00,4031,Travel,Card,70000,Yes
2023-12-03 05:00:00,3244,Entertainment,Cash,100000,No
2023-03-11 01:00:00,4389,Groceries,Net Banking,30000,No
2023-04-16 21:00:00,4732,Food,Card,30000,No
2023-10-09 19:00:00,3142,Travel,Cash,70000,No
2023-05-09 03:00:00,3012,Groceries,Net Banking,70000,No
2023-05-12 20:00:00,2712,Shopping,Net Banking,50000,No
2023-03-27 13:00:00,905,Transport,UPI,50000,No
2023-12-20 07:00:00,2196,Shopping,UPI,70000,No
2023-08-28 01:00:00,4975,Food,Card,50000,No
2023-05-15 01:00:00,1436,Travel,UPI,100000,No
2023-03-02 07:00:00,1766,Shopping,Cash,70000,No
2023-09-08 09:00:00,4201,Transport,Cash,50000,No
2023-01-26 07:00:00,1775,Groceries,UPI,70000,No
2023-07-09 16:00:00,2003,Groceries,Cash,30000,No
2023-03-15 12:00:00,234,Shopping,Cash,100000,Yes
2024-01-28 09:00:00,571,Travel,Card,70000,No
2024-01-28 19:00:00,2361,Transport,Card,30000,No
2024-01-20 05:00:00,1298,Food,Cash,70000,Yes
2023-04-22 07:00:00,1708,Travel,UPI,30000,No
2023-09-29 15:00:00,1052,Entertainment,Cash,50000,No
2023-06-15 02:00:00,3277,Shopping,Net Banking,30000,No
2023-05-13 09:00:00,3188,Entertainment,Net Banking,100000,No
2023-06-05 02:00:00,1978,Shopping,Net Banking,100000,Yes
2023-07-24 10:00:00,443,Food,Card,50000,Yes
2023-10-30 15:00:00,1667,Travel,UPI,70000,No
2023-07-30 14:00:00,3691,Transport,Cash,100000,No
2024-02-07 19:00:00,710,Travel,UPI,50000,No
2023-02-03 16:00:00,4214,Shopping,UPI,100000,Yes
2024-01-18 02:00:00,369,Groceries,UPI,50000,No
2023-01-31 05:00:00,2274,Entertainment,Net Banking,100000,No
2023-11-17 21:00:00,633,Transport,Cash,50000,No
2023-02-20 16:00:00,3650,Transport,Card,100000,No
2023-06-18 19:00:00,631,Travel,UPI,70000,No
2023-04-02 13:00:00,3746,Travel,UPI,30000,No
2023-04-27 22:00:00,1817,Shopping,Net Banking,100000,No
2024-01-09 18:00:00,1606,Groceries,Net Banking,50000,No
2023-02-10 12:00:00,1848,Entertainment,Cash,70000,No
2023-08-23 18:00:00,4256,Groceries,Card,100000,No
2023-11-08 19:00:00,1048,Transport,Card,50000,No
2023-03-30 11:00:00,807,Groceries,Net Banking,30000,Yes
2024-01-02 06:00:00,332,Shopping,Cash,50000,No
2023-01-10 08:00:00,4946,Groceries,UPI,100000,No
2024-01-12 08:00:00,180,Entertainment,Cash,50000,No
2023-03-17 14:00:00,1343,Transport,Card,50000,No
2023-02-16 02:00:00,110,Food,Net Banking,30000,No
2023-01-06 04:00:00,2261,Transport,UPI,100000,No
2023-05-16 06:00:00,1598,Food,UPI,100000,No
2023-05-03 03:00:00,4417,Entertainment,Card,30000,No
2023-05-04 19:00:00,1831,Transport,UPI,70000,Yes
2023-03-26 01:00:00,87,Transport,Cash,50000,No
2023-11-05 23:00:00,3681,Transport,Card,50000,No
2023-04-11 15:00:00,2714,Transport,Card,50000,No
2023-05-10 00:00:00,523,Shopping,UPI,100000,No
2023-03-09 01:00:00,108,Travel,Card,100000,Yes
2023-01-30 21:00:00,2686,Transport,Net Banking,50000,No
2023-05-29 09:00:00,2664,Shopping,Cash,100000,No
2024-01-19 16:00:00,2664,Entertainment,Card,30000,No
2023-10-10 14:00:00,4528,Transport,Net Banking,30000,No
2023-02-13 16:00:00,1461,Groceries,UPI,100000,No
2024-02-02 21:00:00,134,Transport,Card,50000,No
2023-12-13 03:00:00,1583,Transport,Net Banking,50000,No
2023-11-26 09:00:00,3847,Food,UPI,50000,No
2024-02-21 09:00:00,2724,Groceries,Net Banking,50000,Yes
2023-08-21 10:00:00,2923,Transport,UPI,100000,Yes
2023-03-09 12:00:00,3170,Transport,Cash,70000,No
2023-09-30 20:00:00,1140,Transport,Card,70000,Yes
2023-11-04 13:00:00,2884,Shopping,Cash,50000,Yes
2023-07-19 04:00:00,4274,Entertainment,Cash,50000,No
2023-06-08 00:00:00,2126,Food,Card,50000,No
2023-05-03 13:00:00,3240,Transport,Cash,70000,No
2023-08-26 07:00:00,4837,Entertainment,Cash,30000,No
2023-09-24 17:00:00,4278,Food,Net Banking,70000,Yes
2024-01-18 01:00:00,1258,Food,UPI,100000,No
2023-09-16 05:00:00,3627,Food,Cash,70000,No
2023-08-16 02:00:00,4791,Transport,Card,100000,Yes
2024-01-09 23:00:00,2631,Shopping,Net Banking,50000,No
2023-12-18 08:00:00,3837,Transport,UPI,100000,No
2023-09-02 18:00:00,565,Transport,Cash,50000,Yes
2023-03-06 17:00:00,2262,Entertainment,Cash,30000,Yes
2023-02-12 04:00:00,3024,Travel,Card,50000,No
2023-12-16 02:00:00,982,Travel,Cash,50000,No
2023-03-20 09:00:00,1713,Travel,Card,30000,No
2023-10-11 07:00:00,606,Entertainment,Cash,50000,No
2023-07-11 02:00:00,1721,Groceries,Cash,50000,No
2023-12-26 06:00:00,1042,Entertainment,Card,50000,No
2023-12-18 06:00:00,1678,Food,UPI,70000,No
2023-09-26 15:00:00,1741,Transport,Net Banking,100000,No
2023-04-08 17:00:00,4902,Groceries,Card,50000,No
2023-01-04 03:00:00,1154,Food,UPI,70000,No
2024-02-02 20:00:00,1320,Transport,UPI,50000,No
2023-09-02 21:00:00,2952,Transport,Card,100000,Yes
2023-10-10 17:00:00,4794,Food,Net Banking,50000,No
2023-07-25 02:00:00,1459,Entertainment,Card,100000,No
2023-12-04 02:00:00,3696,Travel,Cash,70000,No
2023-04-08 02:00:00,1380,Groceries,Cash,70000,No
2023-07-15 06:00:00,4773,Transport,UPI,50000,No
2023-03-21 06:00:00,2104,Shopping,Cash,30000,No
2023-07-14 14:00:00,1003,Transport,Net Banking,100000,No
2023-10-25 15:00:00,1892,Travel,Card,50000,Yes
2023-03-27 19:00:00,2852,Transport,Net Banking,70000,No
2023-01-06 20:00:00,59,Shopping,UPI,50000,No
2023-03-16 13:00:00,2659,Entertainment,Cash,100000,No
2023-01-01 16:00:00,171,Transport,Cash,50000,No
2023-01-20 08:00:00,4832,Groceries,Card,100000,Yes
2023-07-06 07:00:00,2610,Entertainment,Net Banking,70000,No
2023-03-18 03:00:00,3087,Shopping,Net Banking,30000,No
2023-12-29 23:00:00,490,Food,Card,30000,No
2023-09-06 04:00:00,2799,Transport,Cash,70000,No
2023-01-04 17:00:00,640,Entertainment,UPI,70000,No
2023-07-20 15:00:00,1418,Transport,UPI,50000,No
2023-04-29 19:00:00,2039,Groceries,Card,70000,No
2023-04-29 11:00:00,1411,Transport,Card,70000,No
2024-01-15 21:00:00,3823,Entertainment,Card,100000,No
2023-09-30 15:00:00,2114,Travel,Net Banking,50000,Yes
2023-09-03 21:00:00,2465,Entertainment,Cash,100000,No
2023-02-10 09:00:00,3001,Shopping,Cash,50000,No
2023-02-15 14:00:00,2818,Entertainment,Card,50000,Yes
2023-09-13 04:00:00,3466,Groceries,UPI,30000,No
2023-11-03 03:00:00,1626,Entertainment,Net Banking,30000,No
2023-05-14 03:00:00,164,Entertainment,Card,70000,Yes
2023-02-28 12:00:00,1418,Groceries,Net Banking,50000,No
2023-10-17 04:00:00,188,Entertainment,Card,70000,Yes
2023-06-28 18:00:00,4973,Groceries,Net Banking,100000,No
2023-06-15 22:00:00,4991,Shopping,UPI,70000,No
2023-08-20 11:00:00,3423,Groceries,UPI,100000,No
2023-11-28 10:00:00,1365,Shopping,UPI,30000,No
2023-07-16 09:00:00,123,Shopping,UPI,30000,No
2023-05-09 20:00:00,3896,Groceries,Cash,100000,No
2023-06-23 07:00:00,533,Entertainment,Cash,100000,No
2023-09-20 20:00:00,4161,Transport,Net Banking,100000,Yes
2023-11-08 14:00:00,1599,Travel,Card,70000,No
2023-12-20 04:00:00,1409,Transport,Cash,100000,No
2023-07-25 13:00:00,1946,Groceries,Card,50000,No
2023-07-25 06:00:00,4274,Entertainment,Net Banking,100000,No
2024-01-26 19:00:00,560,Shopping,Card,30000,No
2023-06-15 09:00:00,472,Food,UPI,100000,No
2023-05-04 13:00:00,2482,Travel,UPI,30000,No
2023-06-29 23:00:00,1956,Transport,Cash,30000,No
2024-01-09 23:00:00,4377,Entertainment,Net Banking,70000,No
2023-10-24 04:00:00,1008,Travel,Cash,100000,No
2024-01-16 21:00:00,874,Food,Cash,30000,No
2023-06-14 03:00:00,114,Food,Cash,50000,No
2023-01-02 20:00:00,4978,Food,Net Banking,100000,No
2023-03-17 10:00:00,4760,Transport,UPI,100000,No
2023-07-10 06:00:00,3398,Groceries,UPI,30000,No
2024-01-11 21:00:00,850,Travel,Cash,70000,No
2023-03-21 13:00:00,327,Groceries,Card,70000,No
2023-09-23 04:00:00,1767,Food,UPI,100000,No
2023-04-18 13:00:00,2463,Entertainment,UPI,100000,No
2023-01-29 19:00:00,1288,Food,Net Banking,70000,No
2023-02-08 19:00:00,4573,Groceries,UPI,70000,No
2023-11-26 14:00:00,1536,Food,UPI,50000,Yes
2023-09-23 22:00:00,4731,Food,Cash,100000,No
2023-05-22 22:00:00,3348,Groceries,Cash,100000,Yes
2023-12-14 11:00:00,4520,Groceries,Net Banking,100000,Yes
2023-02-13 00:00:00,3045,Entertainment,Net Banking,70000,No
2023-02-24 15:00:00,142,Groceries,Card,30000,No
2023-12-24 11:00:00,3581,Entertainment,UPI,50000,No
2023-05-11 01:00:00,1890,Shopping,Cash,70000,No
2023-03-20 01:00:00,3577,Shopping,Cash,70000,No
2024-01-15 11:00:00,1671,Groceries,UPI,50000,No
2023-10-10 13:00:00,1611,Food,Net Banking,100000,No
2023-06-06 04:00:00,1466,Travel,Cash,30000,No
2023-01-12 13:00:00,3014,Food,Net Banking,50000,No
2023-03-19 11:00:00,4240,Groceries,Cash,30000,No
2023-09-05 01:00:00,1180,Entertainment,Cash,100000,No
2023-10-11 00:00:00,1463,Food,Card,30000,No
2023-07-16 09:00:00,3647,Shopping,Cash,100000,No
2023-07-14 19:00:00,3794,Transport,UPI,70000,No
2023-02-18 18:00:00,2168,Groceries,UPI,100000,No
2023-12-28 17:00:00,713,Food,UPI,50000,Yes
2024-01-26 14:00:00,2684,Transport,Net Banking,50000,Yes
2023-08-10 04:00:00,2824,Food,Cash,100000,No
2023-04-13 14:00:00,4019,Entertainment,Net Banking,100000,Yes
2024-02-14 06:00:00,3540,Entertainment,Card,70000,No
2023-01-12 23:00:00,1621,Entertainment,Cash,70000,No
2023-09-06 01:00:00,1573,Transport,UPI,100000,No
2023-06-28 10:00:00,1037,Travel,Card,30000,No
2023-03-21 11:00:00,3288,Transport,Card,70000,No
2023-02-18 09:00:00,3895,Groceries,Cash,50000,No
2023-01-06 09:00:00,3743,Groceries,UPI,70000,No
2023-09-22 01:00:00,148,Shopping,Net Banking,70000,No
2023-04-09 11:00:00,2338,Shopping,Cash,70000,No
2023-12-06 15:00:00,1564,Groceries,UPI,70000,No
2023-09-07 07:00:00,4347,Food,Card,100000,Yes
2023-01-06 23:00:00,683,Groceries,Cash,70000,No
2023-12-08 23:00:00,4891,Travel,Card,30000,No
2023-11-08 05:00:00,4635,Shopping,UPI,70000,No
2023-01-11 04:00:00,628,Shopping,Net Banking,70000,No
2023-02-08 14:00:00,4009,Transport,Net Banking,50000,No
2023-05-13 10:00:00,322,Shopping,Card,70000,Yes
2023-04-01 16:00:00,4931,Groceries,Card,50000,No
2023-07-28 10:00:00,4004,Shopping,Card,50000,No
2023-02-06 22:00:00,3977,Shopping,Cash,100000,Yes
2023-12-22 12:00:00,502,Transport,UPI,50000,No
2023-05-22 14:00:00,1225,Groceries,Card,50000,Yes
2023-12-21 01:00:00,4961,Food,Card,30000,No
2024-01-15 03:00:00,463,Shopping,Card,30000,No
2023-04-21 14:00:00,1600,Shopping,Net Banking,50000,No
2023-11-05 00:00:00,4576,Shopping,Card,100000,Yes
2023-02-27 03:00:00,1996,Travel,UPI,30000,Yes
2023-10-25 07:00:00,241,Groceries,Net Banking,30000,No
2023-01-14 08:00:00,90,Shopping,UPI,100000,No
2023-07-13 22:00:00,1909,Travel,Net Banking,70000,No
2023-08-09 20:00:00,1382,Food,Net Banking,30000,No
2023-10-09 17:00:00,3499,Food,Cash,50000,Yes
2023-10-13 14:00:00,185,Transport,Net Banking,50000,No
2023-08-18 09:00:00,4251,Transport,Net Banking,50000,No
2024-01-24 11:00:00,4664,Transport,UPI,100000,Yes
2023-10-01 01:00:00,1991,Travel,UPI,50000,No
2023-06-18 10:00:00,1615,Food,Card,70000,No
2024-01-11 09:00:00,4271,Transport,Cash,100000,No
2023-11-09 10:00:00,438,Entertainment,Net Banking,30000,No
2023-10-04 12:00:00,1608,Transport,Cash,100000,No
2023-11-03 18:00:00,2171,Food,Card,50000,No
2023-01-01 11:00:00,1078,Entertainment,Cash,100000,No
2023-01-09 02:00:00,3584,Travel,Net Banking,100000,Yes
2023-04-16 17:00:00,131,Entertainment,UPI,100000,No
2023-04-29 10:00:00,825,Food,Cash,100000,No
2023-04-03 21:00:00,3088,Shopping,Net Banking,70000,No
2023-05-06 09:00:00,4423,Entertainment,Card,100000,No
2023-11-29 16:00:00,2937,Food,Net Banking,50000,No
2023-03-28 13:00:00,1928,Transport,Cash,30000,No
2023-11-23 21:00:00,2321,Shopping,Net Banking,70000,No
2023-06-11 03:00:00,1657,Travel,Net Banking,100000,No
2023-07-23 01:00:00,3189,Travel,Cash,30000,No
2023-12-26 19:00:00,655,Groceries,Cash,70000,No
2023-01-13 09:00:00,4785,Travel,Card,50000,No
2023-09-02 00:00:00,3464,Groceries,Net Banking,50000,No
2024-01-12 12:00:00,3715,Travel,UPI,30000,No
2023-02-12 07:00:00,2194,Travel,Cash,100000,No
2023-02-27 16:00:00,4320,Travel,Net Banking,30000,No
2024-02-04 13:00:00,3815,Groceries,UPI,70000,Yes
2023-12-31 09:00:00,1426,Transport,UPI,30000,No
2023-04-08 22:00:00,3512,Groceries,Net Banking,30000,Yes
2023-02-22 21:00:00,397,Entertainment,Net Banking,100000,Yes
2023-02-22 12:00:00,50,Food,Net Banking,50000,Yes
2023-11-17 21:00:00,112,Food,UPI,100000,No
2023-12-16 00:00:00,1833,Transport,Net Banking,50000,No
2023-07-10 03:00:00,3864,Food,Cash,100000,No
2023-10-15 09:00:00,275,Travel,UPI,50000,No
2023-08-25 08:00:00,1092,Transport,Cash,100000,No
2023-08-22 01:00:00,894,Food,Cash,50000,No
2023-09-14 11:00:00,2730,Groceries,Net Banking,50000,Yes
2023-08-19 23:00:00,4169,Entertainment,Cash,50000,No
2023-10-29 16:00:00,1284,Shopping,Net Banking,50000,Yes
2023-07-15 03:00:00,2034,Entertainment,UPI,100000,No
2023-03-20 09:00:00,4306,Food,Cash,70000,No
2023-12-30 01:00:00,1328,Transport,Net Banking,50000,No
2023-06-08 17:00:00,1644,Food,Card,50000,Yes
2023-08-30 23:00:00,2601,Groceries,Net Banking,50000,No
2023-07-23 11:00:00,2002,Entertainment,Card,50000,No
2023-10-28 06:00:00,1745,Groceries,Net Banking,50000,No
2023-06-23 03:00:00,1004,Groceries,Card,30000,No
2023-07-14 17:00:00,3341,Shopping,Cash,30000,No
2023-02-28 17:00:00,406,Groceries,Card,50000,No
2024-02-16 22:00:00,3645,Groceries,Cash,50000,Yes
2023-08-05 13:00:00,1018,Shopping,Cash,50000,Yes
2023-11-07 12:00:00,291,Travel,Net Banking,70000,No
2023-12-30 06:00:00,3496,Travel,Cash,100000,No
2023-04-01 12:00:00,4284,Transport,UPI,50000,No
2023-01-12 15:00:00,2194,Shopping,Card,70000,No
2023-06-15 17:00:00,196,Transport,Net Banking,70000,No
2023-04-22 05:00:00,592,Transport,Cash,50000,No
2023-11-23 01:00:00,741,Groceries,Card,100000,No
2024-02-19 07:00:00,1075,Transport,Card,30000,No
2023-06-15 21:00:00,4100,Food,UPI,50000,No
2023-07-18 17:00:00,4055,Entertainment,Card,50000,Yes
2023-08-07 15:00:00,3409,Food,Net Banking,30000,Yes
2023-07-04 11:00:00,3001,Food,Net Banking,100000,No
2023-09-13 15:00:00,779,Groceries,Cash,30000,No
2023-08-21 05:00:00,4549,Entertainment,Cash,50000,No
2023-06-22 03:00:00,2605,Transport,Net Banking,50000,No
2024-02-17 12:00:00,1200,Entertainment,Card,70000,No
2023-10-27 13:00:00,1785,Transport,Card,30000,No
2023-07-08 23:00:00,1088,Travel,UPI,70000,No
2023-04-26 16:00:00,2962,Shopping,Cash,70000,No
2024-01-23 23:00:00,4890,Groceries,Card,70000,Yes
2023-11-17 17:00:00,2590,Transport,Card,70000,No
2023-12-16 10:00:00,4464,Transport,Cash,30000,No
2023-01-28 14:00:00,1292,Entertainment,Net Banking,30000,No
2023-12-28 07:00:00,822,Groceries,Card,30000,Yes
2023-12-02 04:00:00,1966,Transport,UPI,50000,No
2023-06-25 18:00:00,3462,Travel,Card,100000,No
2024-02-05 15:00:00,2549,Food,Card,70000,No
2023-07-30 20:00:00,3490,Transport,UPI,50000,No
2023-09-02 18:00:00,3595,Entertainment,Net Banking,30000,No
2023-08-21 13:00:00,1263,Travel,UPI,30000,No
2023-03-25 22:00:00,2981,Groceries,UPI,50000,No
2023-06-07 21:00:00,468,Transport,Cash,70000,No
2024-01-15 07:00:00,3831,Travel,Card,30000,No
2023-10-25 20:00:00,838,Travel,Net Banking,70000,No
2023-11-20 14:00:00,1921,Travel,Card,70000,No
2023-04-09 12:00:00,4640,Travel,Net Banking,100000,No
2023-06-01 05:00:00,2075,Travel,UPI,30000,No
2023-09-04 15:00:00,2496,Travel,Cash,50000,No
2023-08-25 11:00:00,4873,Shopping,UPI,100000,No
2024-01-05 16:00:00,610,Groceries,Card,70000,No
2023-10-04 14:00:00,2701,Food,Cash,50000,No
2023-07-13 19:00:00,3954,Groceries,Cash,100000,No
2023-01-26 09:00:00,589,Entertainment,Card,100000,No
2023-11-27 20:00:00,4805,Entertainment,Net Banking,100000,No
2023-06-11 02:00:00,3186,Groceries,Cash,70000,Yes
2023-01-16 11:00:00,3339,Travel,Net Banking,70000,No
2023-10-19 14:00:00,2660,Shopping,Net Banking,30000,No
